観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),18日の最高気温(℃),18日の最高気温の品質情報,18日の最高気温起時（時）,18日の最高気温起時（分）,18日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（17日まで）,今年の最高気温（17日まで）の品質情報,今年の最高気温（17日まで）を観測した起日（年）,今年の最高気温（17日まで）を観測した起日（月）,今年の最高気温（17日まで）を観測した起日（日）,17日までの観測史上1位の値（℃）,17日までの観測史上1位の値の品質情報,17日までの観測史上1位の値を観測した起日（年）,17日までの観測史上1位の値を観測した起日（月）,17日までの観測史上1位の値を観測した起日（日）,17日までの11月の1位の値,17日までの11月の1位の値の品質情報,17日までの11月の1位の値の起日（年）,17日までの11月の1位の値の起日（月）,17日までの11月の1位の値の起日（日）,統計開始年
65201,和歌山県,川辺（カワベ）,,2024,11,18,23,00,17.6,5,12,36,5,+0.4,-6.7,11,2,,,0,37.1,5,2024,08,09,38.4,8,2020,08,17,26.4,8,2000,11,01,1999
65256,和歌山県,栗栖川（クリスガワ）,,2024,11,18,23,00,18.4,5,11,41,5,+0.6,-6.9,11,2,,,0,37.7,5,2024,08,17,39.3,8,2013,08,11,27.3,8,2023,11,04,1979
65276,和歌山県,新宮（シングウ）,,2024,11,18,23,00,20.5,5,00,07,5,+2.0,-3.5,11,1,,,0,39.6,5,2024,07,08,39.6,8,2024,07,08,27.1,8,1996,11,02,1979
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2024,11,18,23,00,18.4,5,13,11,5,+0.4,-6.0,11,2,,,0,35.5,5,2024,07,31,37.5,8,2020,08,15,26.2,8,2024,11,02,2006
65306,和歌山県,西川（ニシカワ）,,2024,11,18,23,00,18.5,5,13,04,5,+0.9,-5.3,11,2,,,0,37.0,5,2024,07,29,38.9,8,2020,08,16,25.7,8,2023,11,04,1979
65356,和歌山県,潮岬（シオノミサキ）,47778,2024,11,18,23,00,21.1,5,00,31,5,+2.9,-2.8,10,3,,,0,34.5,5,2024,08,16,36.1,8,2020,08,16,27.2,8,2000,11,02,1913
66046,岡山県,上長田（カミナガタ）,,2024,11,18,23,00,10.2,5,00,01,5,-2.5,-9.6,12,1,,,0,34.2,5,2024,08,03,34.9,8,1994,08,07,23.8,8,2023,11,02,1978
66091,岡山県,千屋（チヤ）,,2024,11,18,23,00,10.3,5,00,05,5,-1.9,-8.7,11,3,,,0,35.1,5,2024,08,03,35.1,8,2024,08,03,24.3,8,2023,11,02,1978
66127,岡山県,奈義（ナギ）,,2024,11,18,23,00,14.8,5,08,59,5,+0.3,-4.9,11,2,,,0,36.9,5,2024,08,24,37.2,8,1994,08,06,25.4,8,2023,11,05,1977
66136,岡山県,今岡（イマオカ）,,2024,11,18,23,00,14.0,5,00,11,5,-0.5,-5.4,11,2,,,0,37.7,5,2024,08,03,38.5,8,1994,08,07,25.5,8,2023,11,05,1978
66171,岡山県,久世（クセ）,,2024,11,18,23,00,14.1,5,00,36,5,-0.8,-6.0,11,3,,,0,38.5,5,2024,08,14,39.3,8,1994,08,07,26.0,8,2023,11,05,1978
66186,岡山県,津山（ツヤマ）,47756,2024,11,18,23,00,14.7,5,01,05,5,-0.3,-5.4,11,2,,,0,37.1,5,2024,07,29,38.4,8,2018,08,05,26.3,8,2023,11,05,1943
66221,岡山県,新見（ニイミ）,,2024,11,18,23,00,13.7,5,12,14,5,+0.4,-5.8,11,2,,,0,36.9,5,2024,08,01,36.9,8,2024,08,01,25.6,8,2023,11,02,1978
66296,岡山県,福渡（フクワタリ）,,2024,11,18,23,00,15.9,5,11,25,5,+0.1,-5.3,11,2,,,0,38.1,5,2024,08,15,39.0,8,1994,07,16,26.3,8,2023,11,05,1979
66306,岡山県,和気（ワケ）,,2024,11,18,23,00,16.1,5,12,28,5,-0.2,-4.6,11,2,,,0,36.4,5,2024,07,28,37.9,8,2016,08,08,26.2,8,2023,11,05,1979
66336,岡山県,高梁（タカハシ）,,2024,11,18,23,00,15.4,5,00,38,5,-0.3,-6.3,11,2,,,0,38.4,5,2024,08,15,39.3,8,2020,08,21,28.2,8,2023,11,02,1979
66346,岡山県,日応寺（ニチオウジ）,,2024,11,18,23,00,15.5,5,13,11,5,+0.4,-5.4,11,2,,,0,36.5,5,2024,08,15,37.0,8,2018,07,24,24.9,8,2023,11,02,2003
66408,岡山県,岡山（オカヤマ）,47768,2024,11,18,23,00,17.4,5,12,27,5,+1.0,-5.1,11,2,,,0,38.1,5,2024,08,03,39.3,8,1994,08,07,26.9,8,1977,11,01,1891
66421,岡山県,虫明（ムシアゲ）,,2024,11,18,23,00,17.2,5,13,09,5,+0.7,-4.1,11,2,,,0,36.7,5,2024,08,16,37.4,8,2004,07,30,24.8,8,2023,11,02,1979
66446,岡山県,倉敷（クラシキ）,,2024,11,18,23,00,17.7,5,12,10,5,+1.3,-4.5,11,2,,,0,36.8,5,2024,08,23,37.1,8,1994,08,08,26.1,8,2023,11,05,1979
66481,岡山県,笠岡（カサオカ）,,2024,11,18,23,00,18.5,5,12,33,5,+2.0,-3.0,11,1,,,0,36.8,5,2024,08,14,38.0,8,2023,07,27,26.7,8,2023,11,05,1979
66501,岡山県,玉野（タマノ）,,2024,11,18,23,00,17.8,5,14,05,5,+1.3,-3.5,11,2,,,0,37.4,5,2024,08,02,38.2,8,1995,08,19,26.0,8,2023,11,02,1976
67016,広島県,高野（タカノ）,,2024,11,18,23,00,10.2,5,00,02,5,-1.9,-7.8,11,3,,,0,34.5,5,2024,08,03,35.1,8,2023,07,27,23.6,8,2011,11,04,1978
67106,広島県,三次（ミヨシ）,,2024,11,18,23,00,14.3,5,11,52,5,-0.4,-5.2,11,2,,,0,38.5,5,2024,08,03,38.5,8,2024,08,03,26.3,8,2023,11,05,1978
67116,広島県,庄原（ショウバラ）,,2024,11,18,23,00,13.3,5,13,28,5,-0.7,-5.2,11,3,,,0,37.3,5,2024,08,15,38.1,8,2021,08,05,26.6,8,2023,11,05,1976
67151,広島県,大朝（オオアサ）,,2024,11,18,23,00,11.7,5,00,06,5,-1.6,-6.3,11,3,,,0,35.9,5,2024,08,14,36.2,8,2018,07,15,25.2,8,2023,11,02,1977
67191,広島県,油木（ユキ）,,2024,11,18,23,00,12.3,5,11,44,5,-0.3,-4.5,11,2,,,0,34.9,5,2024,08,15,34.9,8,2024,08,15,24.3,8,2023,11,03,1978
67212,広島県,加計（カケ）,,2024,11,18,23,00,13.2,5,12,27,5,-2.2,-7.1,11,3,,,0,39.5,5,2024,08,15,39.5,8,2024,08,15,27.7,8,2023,11,02,1978
67292,広島県,三入（ミイリ）,,2024,11,18,23,00,16.1,5,13,57,5,+0.1,-4.6,11,2,,,0,37.6,5,2024,08,15,38.9,8,1994,07,16,27.3,8,2023,11,05,1979
67316,広島県,世羅（セラ）,,2024,11,18,23,00,12.9,5,14,13,5,-1.2,-6.1,11,3,,,0,36.3,5,2024,08,15,37.4,8,1994,08,07,25.8,8,2023,11,02,1977
67326,広島県,府中（フチュウ）,,2024,11,18,23,00,16.5,5,11,36,5,+0.4,-5.0,11,2,,,0,38.5,5,2024,08,15,38.7,8,2023,07,28,27.9,8,2023,11,02,1979
67376,広島県,東広島（ヒガシヒロシマ）,,2024,11,18,23,00,14.4,5,13,49,5,-0.7,-6.2,11,3,,,0,35.8,5,2024,08,15,37.0,8,1994,07,17,26.5,8,2023,11,02,1979
67386,広島県,本郷（ホンゴウ）,,2024,11,18,23,00,14.0,5,11,59,5,-0.5,-6.3,11,2,,,0,35.2,5,2024,08,16,36.3,8,2018,07,24,24.9,8,2023,11,02,2003
67401,広島県,福山（フクヤマ）,47767,2024,11,18,23,00,19.0,5,11,55,5,+2.2,-3.0,11,1,,,0,36.8,5,2024,08,03,38.5,8,2021,08,05,27.1,8,2023,11,05,1942
67421,広島県,廿日市津田（ハツカイチツタ）,,2024,11,18,23,00,14.4,5,00,06,5,-0.1,-6.0,11,2,,,0,36.1,5,2024,08,15,37.4,8,1994,07,16,24.5,8,2023,11,05,1978
67437,広島県,広島（ヒロシマ）,47765,2024,11,18,23,00,17.3,5,13,16,5,+0.3,-4.3,11,2,,,0,38.7,5,2024,08,16,38.7,8,2024,08,16,26.3,8,1916,11,07,1879
67461,広島県,竹原（タケハラ）,,2024,11,18,23,00,17.2,5,00,54,5,+0.8,-4.8,11,2,,,0,34.6,5,2024,08,08,34.8,8,2017,08,06,24.6,8,2023,11,06,1979
67471,広島県,生口島（イクチジマ）,,2024,11,18,23,00,17.9,5,12,52,5,+1.4,-4.2,11,2,,,0,37.8,5,2024,08,15,37.8,8,2024,08,15,25.8,8,2023,11,05,1979
67496,広島県,大竹（オオタケ）,,2024,11,18,23,00,18.3,5,11,25,5,+1.5,-3.1,11,2,,,0,37.8,5,2024,07,30,38.0,8,2020,08,30,26.8,8,2023,11,06,1979
67511,広島県,呉（クレ）,47766,2024,11,18,23,00,17.2,5,11,40,5,+0.6,-4.0,11,2,,,0,36.3,5,2024,08,13,37.8,8,1948,08,20,26.3,8,1897,11,03,1894
67576,広島県,呉市蒲刈（クレシカマガリ）,,2024,11,18,23,00,18.7,5,10,12,5,+1.8,-3.0,11,1,,,0,36.3,5,2024,08,08,36.4,8,2023,08,20,25.6,8,2023,11,03,2009
68022,島根県,西郷（サイゴウ）,47740,2024,11,18,23,00,12.9,5,11,20,5,-2.6,-8.0,12,1,,,0,34.8,5,2024,08,22,35.8,8,1994,08,14,24.3,8,2023,11,03,1939
68046,島根県,西郷岬（サイゴウミサキ）,,2024,11,18,23,00,12.7,5,11,28,5,-2.3,-8.5,12,1,,,0,34.6,5,2024,08,23,35.3,8,2018,08,13,24.1,8,2023,11,02,2003
68056,島根県,海士（アマ）,,2024,11,18,23,00,13.1,5,11,17,5,-2.5,-7.7,12,1,,,0,35.5,5,2024,07,26,35.9,8,2022,08,01,25.6,8,2020,11,19,1978
68091,島根県,鹿島（カシマ）,,2024,11,18,23,00,13.6,5,00,06,5,-2.2,-6.9,11,3,,,0,36.7,5,2024,08,23,37.5,8,2010,08,05,27.4,8,2023,11,06,1978
68121,島根県,斐川（ヒカワ）,,2024,11,18,23,00,13.4,5,02,26,5,-2.3,-5.6,12,1,,,0,37.4,5,2024,07,26,37.9,8,2018,08,22,27.4,8,2023,11,06,2003
68132,島根県,松江（マツエ）,47741,2024,11,18,23,00,13.3,5,01,01,5,-2.5,-5.6,12,1,,,0,38.2,5,2024,08,22,38.5,8,1994,08,01,28.1,8,2023,11,06,1940
68156,島根県,出雲（イズモ）,,2024,11,18,23,00,13.2,5,09,54,5,-2.6,-6.1,12,1,,,0,36.6,5,2024,07,26,38.4,8,2017,08,06,27.9,8,2023,11,06,1978
68246,島根県,大田（オオダ）,,2024,11,18,23,00,14.2,5,12,04,5,-2.0,-5.3,11,3,,,0,36.6,5,2024,09,10,39.2,8,2021,08,06,27.4,8,2023,11,06,1978
68261,島根県,掛合（カケヤ）,,2024,11,18,23,00,11.6,5,00,02,5,-2.8,-7.7,12,1,,,0,36.6,5,2024,08,22,37.2,8,2021,08,06,26.8,8,2023,11,05,1978
68276,島根県,横田（ヨコタ）,,2024,11,18,23,00,10.9,5,00,23,5,-2.6,-7.9,12,1,,,0,36.1,5,2024,08,21,36.3,8,2010,08,19,26.4,8,2023,11,03,1978
68306,島根県,赤名（アカナ）,,2024,11,18,23,00,10.5,5,01,17,5,-1.8,-7.7,11,3,,,0,34.8,5,2024,08,08,35.1,8,2018,07,16,23.7,8,2023,11,05,1978
68351,島根県,川本（カワモト）,,2024,11,18,23,00,12.6,5,12,29,5,-2.4,-5.2,11,3,,,0,37.6,5,2024,08,22,37.9,8,2021,08,06,26.8,8,2023,11,05,1978
68376,島根県,浜田（ハマダ）,47755,2024,11,18,23,00,14.4,5,07,03,5,-2.2,-5.8,12,1,,,0,35.5,5,2024,08,22,38.5,8,2017,08,06,28.0,8,2023,11,06,1893
68401,島根県,瑞穂（ミズホ）,,2024,11,18,23,00,11.8,5,12,57,5,-1.7,-6.6,11,3,,,0,36.8,5,2024,08,15,36.8,8,2024,08,15,25.4,8,2023,11,05,1978
68431,島根県,弥栄（ヤサカ）,,2024,11,18,23,00,10.3,5,13,30,5,-3.3,-6.7,12,1,,,0,36.0,5,2024,08,22,36.0,8,2024,08,22,24.9,8,2023,11,05,1978
68456,島根県,高津（タカツ）,,2024,11,18,23,00,14.4,5,11,20,5,-1.7,-4.5,11,3,,,0,37.2,5,2024,08,22,37.2,8,2024,08,22,27.0,8,2023,11,05,2003
68462,島根県,益田（マスダ）,,2024,11,18,23,00,14.8,5,11,57,5,-2.0,-4.3,11,3,,,0,38.6,5,2024,08,22,39.3,8,2017,08,06,27.8,8,2023,11,05,1978
68516,島根県,津和野（ツワノ）,,2024,11,18,23,00,12.9,5,12,55,5,-2.9,-7.0,12,1,,,0,38.9,5,2024,08,21,38.9,8,2024,08,21,28.1,8,2023,11,02,1978
68541,島根県,吉賀（ヨシカ）,,2024,11,18,23,00,12.1,5,06,43,5,-2.4,-8.0,12,1,,,0,36.2,5,2024,08,21,36.8,8,2020,08,19,26.0,8,2023,11,03,2006
69006,鳥取県,境（サカイ）,47742,2024,11,18,23,00,14.3,5,00,35,5,-1.7,-5.2,11,3,,,0,37.2,5,2024,08,23,38.5,8,2022,08,01,27.7,8,2020,11,19,1883
69021,鳥取県,塩津（シオツ）,,2024,11,18,23,00,14.2,5,00,39,5,-1.5,-7.4,11,3,,,0,36.3,5,2024,08,23,37.5,8,2022,08,01,28.8,8,2023,11,06,1977
69041,鳥取県,青谷（アオヤ）,,2024,11,18,23,00,13.8,5,03,23,5,-2.0,-6.9,11,3,,,0,37.5,5,2024,08,23,38.5,8,2022,08,01,26.9,8,2023,11,06,1978
69052,鳥取県,湖山（コヤマ）,,2024,11,18,23,00,13.5,5,06,11,5,-2.2,-8.2,12,1,,,0,36.6,5,2024,07,26,39.2,8,2018,08,23,26.0,8,2023,11,03,2003
69061,鳥取県,岩井（イワイ）,,2024,11,18,23,00,12.5,5,00,02,5,-3.1,-7.4,12,1,,,0,37.5,5,2024,08,23,37.6,8,2018,08,22,27.0,8,2023,11,03,1978
69076,鳥取県,米子（ヨナゴ）,47744,2024,11,18,23,00,14.4,5,01,03,5,-1.7,-6.3,11,3,,,0,38.5,5,2024,08,22,38.9,8,2022,08,01,27.3,8,2003,11,02,1939
69101,鳥取県,倉吉（クラヨシ）,,2024,11,18,23,00,13.6,5,00,48,5,-2.1,-7.9,11,3,,,0,36.5,5,2024,08,22,37.9,8,2023,08,02,26.0,8,2023,11,06,1978
69122,鳥取県,鳥取（トットリ）,47746,2024,11,18,23,00,12.9,5,00,01,5,-3.1,-9.2,12,1,,,0,39.4,5,2024,08,22,39.4,8,2024,08,22,28.1,8,2023,11,03,1943
69246,鳥取県,智頭（チズ）,,2024,11,18,23,00,12.7,5,00,08,5,-1.7,-9.7,11,3,,,0,36.7,5,2024,08,03,38.9,8,2018,08,05,26.2,8,2023,11,05,1978
69271,鳥取県,茶屋（チャヤ）,,2024,11,18,23,00,10.0,5,00,22,5,-2.4,-9.0,11,3,,,0,34.4,5,2024,07,22,34.9,8,2020,08,19,24.8,8,2023,11,03,1978
71066,徳島県,池田（イケダ）,,2024,11,18,23,00,15.7,5,14,32,5,+0.5,-5.6,11,2,,,0,37.6,5,2024,08,22,37.6,8,2024,08,22,26.5,8,2023,11,02,1978
71087,徳島県,穴吹（アナブキ）,,2024,11,18,23,00,18.0,5,13,31,5,+2.3,-5.5,11,1,,,0,38.0,5,2024,07,29,38.4,8,2020,08,17,27.6,8,2023,11,02,2001
71106,徳島県,徳島（トクシマ）,47895,2024,11,18,23,00,18.4,5,11,09,5,+1.3,-3.4,11,2,,,0,37.7,5,2024,07,29,38.4,8,1994,07,15,27.1,8,1977,11,01,1891
71191,徳島県,京上（キョウジョウ）,,2024,11,18,23,00,13.8,5,00,02,5,-0.5,-7.7,11,2,,,0,36.1,5,2024,08,03,36.1,8,2024,08,03,25.3,8,2023,11,03,1978
71231,徳島県,蒲生田（カモダ）,,2024,11,18,23,00,18.1,5,12,34,5,+0.8,-3.0,11,2,,,0,36.0,5,2024,07,30,36.3,8,2013,08,11,26.0,8,2023,11,05,1978
71251,徳島県,木頭（キトウ）,,2024,11,18,23,00,17.4,5,11,14,5,+1.8,-4.6,11,1,,,0,38.6,5,2024,07,29,39.0,8,2020,08,18,25.8,8,2023,11,03,1979
71266,徳島県,日和佐（ヒワサ）,,2024,11,18,23,00,19.5,5,14,10,5,+0.8,-3.7,11,2,,,0,38.3,5,2024,08,15,38.3,8,2024,08,15,26.6,8,2020,11,20,1976
71291,徳島県,海陽（カイヨウ）,,2024,11,18,23,00,21.2,5,11,55,5,+2.4,-3.6,11,1,,,0,36.4,5,2024,07,09,36.9,8,2013,08,23,27.4,8,2018,11,09,2009
72061,香川県,内海（ウチノミ）,,2024,11,18,23,00,17.9,5,11,53,5,+1.1,-4.0,11,2,,,0,37.4,5,2024,08,03,38.4,8,2000,08,21,27.2,8,2023,11,05,1978
72086,香川県,高松（タカマツ）,47891,2024,11,18,23,00,18.2,5,13,27,5,+1.4,-3.6,11,2,,,0,37.6,5,2024,07,28,38.6,8,2013,08,11,26.9,8,2023,11,06,1941
72111,香川県,多度津（タドツ）,47890,2024,11,18,23,00,18.3,5,13,13,5,+1.6,-3.0,11,2,,,0,37.3,5,2024,08,04,38.5,8,1994,07,16,26.8,8,1914,11,04,1892
72121,香川県,滝宮（タキノミヤ）,,2024,11,18,23,00,17.0,5,13,18,5,+0.6,-4.5,11,2,,,0,38.1,5,2024,08,04,38.1,8,2024,08,04,27.8,8,2023,11,05,1978
72126,香川県,香南（コウナン）,,2024,11,18,23,00,17.0,5,13,24,5,+1.5,-3.9,11,2,,,0,36.4,5,2024,08,09,37.8,8,2018,08,14,26.5,8,2023,11,05,2003
72146,香川県,引田（ヒケタ）,,2024,11,18,23,00,17.3,5,12,39,5,+0.9,-3.0,11,2,,,0,37.1,5,2024,07,29,37.1,8,2024,07,29,27.0,8,2023,11,05,1978
72161,香川県,財田（サイタ）,,2024,11,18,23,00,17.7,5,13,14,5,+1.0,-3.8,11,2,,,0,37.8,5,2024,08,03,38.4,8,2017,08,06,26.9,8,2023,11,05,1978
73001,愛媛県,大三島（オオミシマ）,,2024,11,18,23,00,18.0,5,13,39,5,+1.5,-4.6,11,2,,,0,37.0,5,2024,08,13,38.0,8,1994,07,16,25.5,8,2023,11,06,1978
73076,愛媛県,今治（イマバリ）,,2024,11,18,23,00,17.0,5,13,51,5,+0.4,-5.5,11,2,,,0,37.2,5,2024,08,07,37.7,8,2008,08,03,24.7,8,1977,11,01,1976
73126,愛媛県,西条（サイジョウ）,,2024,11,18,23,00,17.7,5,12,00,5,+1.2,-3.8,11,2,,,0,37.1,5,2024,07,06,37.9,8,2022,08,15,25.6,8,2020,11,20,1978
73141,愛媛県,新居浜（ニイハマ）,,2024,11,18,23,00,15.9,5,09,56,5,,-5.2,,,,,0,36.8,5,2024,08,09,37.9,8,2020,08,16,26.4,8,2020,11,19,2016
73151,愛媛県,四国中央（シコクチュウオウ）,,2024,11,18,23,00,16.3,5,13,25,5,-0.1,-5.0,11,2,,,0,36.3,5,2024,08,09,38.3,8,2018,07,24,25.8,8,2019,11,18,1978
73166,愛媛県,松山（マツヤマ）,47887,2024,11,18,23,00,17.6,5,10,24,5,+0.2,-4.6,11,2,,,0,36.9,5,2024,08,16,37.4,8,2018,08,07,28.0,8,1977,11,01,1890
73168,愛媛県,松山南吉田（マツヤマミナミヨシダ）,,2024,11,18,23,00,18.9,5,11,56,5,+1.4,-4.2,11,2,,,0,35.7,5,2024,08,27,37.4,8,2020,08,26,29.2,8,2023,11,06,2003
73256,愛媛県,長浜（ナガハマ）,,2024,11,18,23,00,19.1,5,00,27,5,+2.3,-2.6,11,1,,,0,36.3,5,2024,07,19,36.3,8,2024,07,19,28.1,8,2024,11,02,1978
73276,愛媛県,久万（クマ）,,2024,11,18,23,00,14.9,5,00,03,5,+0.5,-4.6,11,2,,,0,36.2,5,2024,08,04,36.5,8,2020,08,17,26.0,8,2023,11,03,1978
73306,愛媛県,大洲（オオズ）,,2024,11,18,23,00,17.8,5,01,06,5,+0.7,-3.4,11,2,,,0,37.2,5,2024,08,04,38.3,8,2020,08,17,28.4,8,2023,11,05,1978
73341,愛媛県,瀬戸（セト）,,2024,11,18,23,00,17.4,5,00,30,5,+1.3,-3.5,11,2,,,0,34.0,5,2024,08,18,34.4,8,2023,08,05,26.2,8,2023,11,04,1997
73406,愛媛県,宇和（ウワ）,,2024,11,18,23,00,17.0,5,10,22,5,+0.6,-4.8,11,2,,,0,37.2,5,2024,08,08,38.2,8,2018,08,14,26.7,8,2023,11,05,1978
73442,愛媛県,宇和島（ウワジマ）,47892,2024,11,18,23,00,19.7,5,10,45,5,+1.2,-4.8,11,2,,,0,36.4,5,2024,08,27,40.2,8,1927,07,22,28.4,8,2023,11,06,1922
73446,愛媛県,近永（チカナガ）,,2024,11,18,23,00,18.4,5,00,04,5,+1.3,-5.6,11,2,,,0,37.1,5,2024,08,15,37.6,8,2013,08,12,29.1,8,2024,11,02,1979
73516,愛媛県,御荘（ミショウ）,,2024,11,18,23,00,20.8,5,10,35,5,+2.3,-4.8,11,1,,,0,37.8,5,2024,08,01,39.0,8,2020,08,15,27.3,8,2024,11,02,1978
74056,高知県,本川（ホンガワ）,,2024,11,18,23,00,13.6,5,00,02,5,+0.4,-5.7,11,2,,,0,35.8,5,2024,08,01,36.5,8,1994,07,11,22.6,8,2023,11,02,1979
74071,高知県,本山（モトヤマ）,,2024,11,18,23,00,16.6,5,13,10,5,+0.5,-6.5,11,2,,,0,38.1,5,2024,08,01,38.1,8,2024,08,01,26.2,8,2023,11,03,1977
74136,高知県,大栃（オオドチ）,,2024,11,18,23,00,17.0,5,01,01,5,+0.2,-6.8,11,2,,,0,37.8,5,2024,07,29,38.5,8,2020,08,16,26.3,8,2023,11,05,1977
74182,高知県,高知（コウチ）,47893,2024,11,18,23,00,21.0,5,10,47,5,+2.1,-4.8,11,1,,,0,37.7,5,2024,07,30,38.4,8,1965,08,22,28.0,8,2000,11,02,1886
74187,高知県,後免（ゴメン）,,2024,11,18,23,00,19.6,5,10,41,5,+1.2,-6.5,11,2,,,0,37.2,5,2024,07,31,37.2,8,2024,07,31,27.2,8,2023,11,05,1978
74188,高知県,南国日章（ナンコクニッショウ）,,2024,11,18,23,00,20.9,5,11,09,5,+2.2,-4.3,11,1,,,0,39.4,5,2024,08,16,39.4,8,2024,08,16,26.9,8,2023,11,05,2003
74271,高知県,安芸（アキ）,,2024,11,18,23,00,19.9,5,13,13,5,+1.0,-5.4,11,2,,,0,35.4,5,2024,08,31,36.5,8,2016,08,21,27.4,8,2023,11,05,1977
74296,高知県,梼原（ユスハラ）,,2024,11,18,23,00,16.9,5,00,39,5,+1.5,-5.5,11,2,,,0,37.7,5,2024,08,17,38.7,8,2013,08,12,26.2,8,2023,11,02,1977
74311,高知県,須崎（スサキ）,,2024,11,18,23,00,20.5,5,12,06,5,+1.4,-4.9,11,2,,,0,38.3,5,2024,07,29,39.3,8,2006,08,08,28.8,8,2000,11,02,1977
74361,高知県,窪川（クボカワ）,,2024,11,18,23,00,20.3,5,11,47,5,+2.7,-5.8,11,1,,,0,37.7,5,2024,08,16,38.8,8,2013,08,11,26.5,8,2024,11,02,1977
74372,高知県,室戸岬（ムロトミサキ）,47899,2024,11,18,23,00,18.5,5,14,13,5,+1.3,-4.0,11,2,,,0,33.6,5,2024,08,16,35.0,8,1942,07,30,26.4,8,2000,11,02,1920
74381,高知県,江川崎（エカワサキ）,,2024,11,18,23,00,19.2,5,13,30,5,+1.8,-5.8,11,2,,,0,39.9,5,2024,08,08,41.0,8,2013,08,12,29.7,8,2023,11,02,1977
74436,高知県,佐賀（サガ）,,2024,11,18,23,00,21.3,5,13,16,5,+2.8,-4.1,11,1,,,0,38.0,5,2024,07,05,38.6,8,2013,07,25,26.8,8,2024,11,02,1977
74447,高知県,宿毛（スクモ）,47897,2024,11,18,23,00,20.8,5,12,40,5,+2.3,-5.2,11,1,,,0,38.3,5,2024,08,16,39.5,8,2020,08,15,27.6,8,2024,11,02,1943
74456,高知県,中村（ナカムラ）,,2024,11,18,23,00,20.2,5,11,24,5,+1.7,-5.6,11,2,,,0,39.8,5,2024,08,16,39.8,8,2024,08,16,28.0,8,2024,11,02,1976
74516,高知県,清水（シミズ）,47898,2024,11,18,23,00,20.5,5,11,55,5,+1.4,-5.7,11,2,,,0,37.2,5,2024,08,16,37.2,8,2024,08,16,27.7,8,2024,11,02,1940
81011,山口県,須佐（スサ）,,2024,11,18,23,00,14.4,5,11,51,5,-1.6,-7.0,11,3,,,0,37.0,5,2024,08,22,37.3,8,2023,08,03,26.7,8,2023,11,05,1977
81071,山口県,萩（ハギ）,47754,2024,11,18,23,00,15.7,5,12,39,5,-0.9,-6.8,11,3,,,0,37.2,5,2024,08,23,38.3,8,2017,08,06,27.3,8,2023,11,05,1948
81116,山口県,油谷（ユヤ）,,2024,11,18,23,00,15.7,5,12,06,5,-1.0,-5.6,11,3,,,0,36.8,5,2024,08,22,36.8,8,2024,08,22,27.0,8,2020,11,19,1977
81151,山口県,徳佐（トクサ）,,2024,11,18,23,00,11.3,5,13,34,5,-3.1,-8.2,12,1,,,0,35.6,5,2024,08,08,36.4,8,2021,08,06,25.5,8,2023,11,02,1977
81196,山口県,秋吉台（アキヨシダイ）,,2024,11,18,23,00,13.7,5,12,55,5,-0.9,-7.6,11,3,,,0,34.8,5,2024,08,14,35.6,8,2018,07,26,26.1,8,2023,11,02,1977
81231,山口県,広瀬（ヒロセ）,,2024,11,18,23,00,14.7,5,12,19,5,-1.0,-7.6,11,3,,,0,39.0,5,2024,08,15,39.0,8,2024,08,15,29.1,8,2023,11,02,1976
81266,山口県,豊田（トヨタ）,,2024,11,18,23,00,15.5,5,13,09,5,-0.5,-5.6,11,2,,,0,36.0,5,2024,08,08,36.2,8,2001,08,02,26.4,8,2023,11,03,1977
81286,山口県,山口（ヤマグチ）,47784,2024,11,18,23,00,15.8,5,14,06,5,-1.0,-7.4,11,3,,,0,38.8,5,2024,08,08,38.8,8,2024,08,08,28.1,8,2023,11,02,1966
81321,山口県,岩国（イワクニ）,,2024,11,18,23,00,16.7,5,12,17,5,+0.5,-5.8,11,2,,,0,38.3,5,2024,07,30,38.3,8,2024,07,30,27.0,8,2023,11,06,1977
81371,山口県,防府（ホウフ）,,2024,11,18,23,00,16.4,5,12,47,5,-0.6,-7.1,11,3,,,0,37.6,5,2024,08,16,37.7,8,2013,08,11,26.5,8,2023,11,05,1977
81386,山口県,下松（クダマツ）,,2024,11,18,23,00,16.8,5,09,54,5,0.0,-5.4,11,2,,,0,36.9,5,2024,08,02,37.2,8,2023,08,06,28.0,8,2023,11,05,1977
81397,山口県,玖珂（クガ）,,2024,11,18,23,00,16.9,5,09,11,5,+0.4,-5.3,11,2,,,0,38.1,5,2024,08,15,38.1,8,2024,08,15,27.0,8,2023,11,05,1977
81428,山口県,下関（シモノセキ）,47762,2024,11,18,23,00,18.0,5,00,14,5,+1.2,-3.6,11,2,,,0,36.1,5,2024,08,05,37.0,8,1960,08,10,26.9,8,2015,11,08,1883
81436,山口県,宇部（ウベ）,,2024,11,18,23,00,17.2,5,13,43,5,+0.6,-5.3,11,2,,,0,36.8,5,2024,08,16,37.0,8,2016,08,20,26.0,8,2023,11,02,2001
